zeta,lambda,M_max,omega_M_max,Q_max,C_eff_max,R99_M_max,B_min
0.04,0,0.61078,0.88714,0.60797,0.11099,7.6179,-0.019305183
0.04,5,0.74841,0.87274,0.75197,0.1219,7.74662,-0.030913247
0.04,10,0.87019,0.86825,0.87928,0.12981,8.22373,-0.041074206
0.04,15,0.97856,0.86616,0.99236,0.1358,8.69845,-0.049907542
0.04,20,1.07672,0.86517,1.09466,0.14055,9.18558,-0.05775875
0.05,-20,0.296151415,1.00796419,0.28557904,0.030474905,16.07795434,-0.002126164
0.05,0,0.60605214,0.893256149,0.598586054,0.110991151,7.527797677,-0.019150603
0.05,20,1.061580849,0.871493694,1.070738839,0.140238846,9.081406652,-0.056769394
0.06,-20,0.2962,1.01502,0.28356,0.03106,15.88639,-0.00216426
0.06,-17.5,0.313,1.01013,0.2999,0.03575,14.88222,-0.002566826
0.06,-15,0.33293,1.00397,0.31937,0.04217,13.84401,-0.003113848
0.06,-13.75,0.34439,0.99993,0.33058,0.04635,13.25065,-0.003459106
0.06,-12.5,0.35705,0.99576,0.34301,0.05149,12.72385,-0.003868059
0.06,-11.25,0.37114,0.99045,0.35688,0.05795,12.11387,-0.004372191
0.06,-10,0.38691,0.98439,0.37244,0.06652,11.51202,-0.004981946
0.06,-9.375,0.39552,0.98105,0.38097,0.07188,11.21515,-0.005339896
0.06,-8.75,0.40467,0.9772,0.39004,0.07855,10.89197,-0.005733427
0.06,-8.125,0.4144,0.97326,0.39972,0.0873,10.59201,-0.006188806
0.06,-7.5,0.42477,0.96837,0.41005,0.09378,10.23392,-0.006688121
0.06,-6.875,0.43582,0.96336,0.42109,0.09388,9.90569,-0.007254503
0.06,-6.25,0.4476,0.95778,0.43289,0.0948,9.56996,-0.007890564
0.06,-5.625,0.46014,0.95205,0.44549,0.09599,9.25981,-0.008608392
0.06,-5,0.47346,0.94604,0.45892,0.0975,8.96463,-0.009419553
0.06,-4.375,0.48757,0.93942,0.47319,0.09913,8.66403,-0.010324569
0.06,-3.75,0.50243,0.93291,0.48827,0.10082,8.40317,-0.011331874
0.06,-3.125,0.51798,0.92557,0.50409,0.10261,8.12335,-0.012427814
0.06,-2.5,0.53409,0.91996,0.52054,0.10436,7.95341,-0.013626645
0.06,-1.875,0.55065,0.91386,0.53749,0.10607,7.77404,-0.01490158
0.06,-1.25,0.56751,0.9086,0.55477,0.10775,7.64235,-0.016233744
0.06,-0.625,0.58453,0.9039,0.57226,0.10938,7.54126,-0.017606871
0.06,0,0.60159,0.90035,0.58981,0.11096,7.49159,-0.019013132
0.06,5,0.73258,0.88602,0.72479,0.12157,7.60585,-0.030059199
0.06,10,0.84901,0.8815,0.84469,0.12932,8.0569,-0.03978005
0.06,15,0.95292,0.88007,0.95152,0.13523,8.54363,-0.048277491
0.06,20,1.04722,0.87868,1.04832,0.13993,8.99303,-0.055831279
0.08,-20,0.29647,1.02778,0.28002,0.03222,15.40682,-0.002238116
0.08,-17.5,0.31317,1.02229,0.29605,0.03711,14.34323,-0.002647934
0.08,-15,0.33294,1.01613,0.31511,0.0438,13.40447,-0.00319997
0.08,-13.75,0.34428,1.01229,0.32607,0.04817,12.8934,-0.003551424
0.08,-12.5,0.35681,1.00765,0.33821,0.05353,12.33332,-0.003971629
0.08,-11.25,0.37072,1.0025,0.35173,0.06036,11.79162,-0.004483934
0.08,-10,0.38626,0.99614,0.36688,0.06934,11.19501,-0.005105022
0.08,-9.375,0.39473,0.99269,0.37516,0.07516,10.90769,-0.005467617
0.08,-8.75,0.40372,0.98829,0.38396,0.08238,10.55067,-0.005864916
0.08,-8.125,0.41326,0.98466,0.39333,0.09324,10.30372,-0.006320256
0.08,-7.5,0.42341,0.97962,0.40331,0.09365,9.9573,-0.006826306
0.08,-6.875,0.43421,0.97446,0.41396,0.09418,9.63846,-0.007387071
0.08,-6.25,0.44568,0.96916,0.42531,0.0952,9.34351,-0.008022551
0.08,-5.625,0.45787,0.96284,0.4374,0.09643,9.01063,-0.008731421
0.08,-5,0.47078,0.95678,0.45025,0.09793,8.73075,-0.009529011
0.08,-4.375,0.4844,0.95065,0.46386,0.09955,8.47491,-0.010417322
0.08,-3.75,0.49871,0.944,0.47818,0.10118,8.21727,-0.011393018
0.08,-3.125,0.51362,0.93783,0.49317,0.10289,8.00697,-0.012463428
0.08,-2.5,0.52905,0.93148,0.5087,0.1046,7.80575,-0.013609877
0.08,-1.875,0.54486,0.92597,0.52467,0.10627,7.65731,-0.014825691
0.08,-1.25,0.56093,0.92101,0.54093,0.10789,7.54065,-0.016100859
0.08,-0.625,0.57715,0.91629,0.55736,0.10947,7.43987,-0.017417372
0.08,0,0.5934,0.91255,0.57385,0.11099,7.38157,-0.01875789
0.08,5,0.71838,0.89879,0.7009,0.12126,7.50262,-0.029297017
0.08,10,0.82996,0.8937,0.81424,0.12885,7.91061,-0.038621159
0.08,15,0.92982,0.89229,0.91552,0.13469,8.37857,-0.046800435
0.08,20,1.02061,0.89078,1.00746,0.13934,8.80459,-0.054086373
0.1,-20,0.296942394,1.038961575,0.277044869,0.033390731,14.8503575,-0.002300266
0.1,-17.5,0.31354,1.03373,0.2928,0.03848,13.94431,-0.002730146
0.1,-15,0.33317,1.02716,0.3115,0.04545,13.00052,-0.003298455
0.1,-13.75,0.34441,1.0232,0.32224,0.04999,12.51097,-0.00364898
0.1,-12.5,0.35681,1.01841,0.33412,0.05563,11.97449,-0.004083636
0.1,-11.25,0.37055,1.0131,0.34732,0.06276,11.45421,-0.004598477
0.1,-10,0.38588,1.00633,0.36209,0.07229,10.85467,-0.005229496
0.1,-9.375,0.39421,1.00323,0.37014,0.07855,10.62496,-0.005586894
0.1,-8.75,0.40304,0.99915,0.37869,0.08653,10.32112,-0.005991949
0.1,-8.125,0.41241,0.99452,0.38778,0.09387,9.99977,-0.006450271
0.1,-7.5,0.42235,0.99023,0.39745,0.09376,9.73863,-0.006954264
0.1,-6.875,0.4329,0.98493,0.40774,0.09448,9.42588,-0.007519535
0.1,-6.25,0.44409,0.9795,0.41869,0.0956,9.13652,-0.008146887
0.1,-5.625,0.45594,0.97346,0.43031,0.09685,8.83829,-0.008847922
0.1,-5,0.46846,0.96748,0.44263,0.09834,8.57416,-0.009635043
0.1,-4.375,0.48164,0.96088,0.45563,0.09994,8.30297,-0.010496647
0.1,-3.75,0.49543,0.95444,0.46928,0.10155,8.06548,-0.011450332
0.1,-3.125,0.50977,0.94781,0.48351,0.10316,7.84062,-0.012490489
0.1,-2.5,0.52456,0.94171,0.49823,0.10478,7.65841,-0.013599906
0.1,-1.875,0.53969,0.93648,0.51332,0.1064,7.52545,-0.014768969
0.1,-1.25,0.55505,0.93184,0.52867,0.10796,7.42459,-0.015988864
0.1,-0.625,0.57053,0.92782,0.54417,0.10948,7.35348,-0.017240778
0.1,0,0.586044912,0.923581431,0.559716867,0.110980473,7.275996384,-0.018518401
0.1,5,0.70558,0.90959,0.67971,0.12097,7.37155,-0.02860071
0.1,10,0.81272,0.90496,0.78721,0.1284,7.77942,-0.037563981
0.1,15,0.90888,0.90324,0.88354,0.13416,8.21532,-0.045452273
0.1,20,0.996448862,0.901337876,0.971137137,0.138774401,8.629134549,-0.052499133
0.12,-20,0.29757,1.05002,0.27455,0.03457,14.5585,-0.002374887
0.12,-17.5,0.31408,1.04418,0.29005,0.03985,13.57514,-0.002808581
0.12,-15,0.33357,1.03752,0.30843,0.0471,12.68431,-0.003388665
0.12,-13.75,0.34472,1.0331,0.31897,0.05186,12.15827,-0.003753577
0.12,-12.5,0.35699,1.02852,0.3306,0.0577,11.68765,-0.00418931
0.12,-11.25,0.37058,1.02306,0.34352,0.06525,11.18199,-0.004714364
0.12,-10,0.3857,1.01644,0.35794,0.07539,10.63461,-0.005348162
0.12,-9.375,0.39391,1.01233,0.36579,0.08207,10.31988,-0.005714259
0.12,-8.75,0.40259,1.0086,0.37411,0.09157,10.06934,-0.006123829
0.12,-8.125,0.41179,1.00431,0.38294,0.09363,9.7944,-0.006580572
0.12,-7.5,0.42153,0.99945,0.39232,0.09401,9.50169,-0.007078188
0.12,-6.875,0.43185,0.99402,0.40228,0.09486,9.19756,-0.007649452
0.12,-6.25,0.44277,0.98845,0.41285,0.09599,8.91617,-0.008267139
0.12,-5.625,0.4543,0.98319,0.42405,0.09726,8.68099,-0.008973099
0.12,-5,0.46646,0.97662,0.43588,0.09873,8.39441,-0.009737331
0.12,-4.375,0.47921,0.97058,0.44833,0.1003,8.16321,-0.010588912
0.12,-3.75,0.49252,0.96437,0.46136,0.10187,7.94451,-0.01151414
0.12,-3.125,0.50632,0.95834,0.47491,0.10346,7.7536,-0.012517466
0.12,-2.5,0.52053,0.95215,0.48889,0.10503,7.5703,-0.013590566
0.12,-1.875,0.53504,0.94654,0.5032,0.10658,7.42227,-0.014714189
0.12,-1.25,0.54975,0.94188,0.51774,0.1081,7.3219,-0.015889087
0.12,-0.625,0.56456,0.9386,0.5324,0.10957,7.27959,-0.017085084
0.12,0,0.57941,0.93442,0.54711,0.11099,7.20219,-0.018315706
0.12,5,0.69396,0.92069,0.6608,0.12068,7.29596,-0.027961622
0.12,10,0.79704,0.91542,0.76306,0.12796,7.66115,-0.036610304
0.12,15,0.88979,0.9137,0.85493,0.13365,8.08221,-0.044227948
0.12,20,0.9744,0.91263,0.93863,0.13821,8.49755,-0.051049897
0.14,-20,0.29832,1.05974,0.27244,0.03576,14.18016,-0.002445616
0.14,-17.5,0.31475,1.0542,0.28773,0.04124,13.32333,-0.002895319
0.14,-15,0.33412,1.047,0.3058,0.04878,12.39081,-0.003484059
0.14,-13.75,0.34518,1.04246,0.31616,0.05371,11.87958,-0.003861189
0.14,-12.5,0.35734,1.0374,0.32758,0.05989,11.37766,-0.004298528
0.14,-11.25,0.37078,1.03144,0.34023,0.06774,10.85133,-0.00483375
0.14,-10,0.3857,1.02476,0.35432,0.07849,10.33897,-0.005468689
0.14,-9.375,0.39378,1.02149,0.36198,0.08597,10.12147,-0.0058351
0.14,-8.75,0.40233,1.01672,0.3701,0.09395,9.79522,-0.006249337
0.14,-8.125,0.41136,1.0128,0.37869,0.0937,9.56792,-0.00670244
0.14,-7.5,0.42091,1.00782,0.3878,0.09427,9.28273,-0.007209608
0.14,-6.875,0.43101,1.00273,0.39745,0.09524,9.01852,-0.00777292
0.14,-6.25,0.44167,0.99703,0.40767,0.09637,8.74101,-0.008395494
0.14,-5.625,0.4529,0.99167,0.41847,0.09765,8.51032,-0.009078371
0.14,-5,0.46471,0.98567,0.42986,0.0991,8.26594,-0.009842591
0.14,-4.375,0.47707,0.97916,0.4418,0.10063,8.01846,-0.010673994
0.14,-3.75,0.48993,0.97321,0.45427,0.10217,7.81918,-0.011579461
0.14,-3.125,0.50323,0.96745,0.46721,0.10371,7.64567,-0.012555874
0.14,-2.5,0.5169,0.96155,0.48052,0.10523,7.47837,-0.013579716
0.14,-1.875,0.53083,0.95662,0.49413,0.10673,7.36105,-0.01467475
0.14,-1.25,0.54495,0.95159,0.50793,0.10818,7.24556,-0.015799537
0.14,-0.625,0.55915,0.94834,0.52184,0.10959,7.20204,-0.016945761
0.14,0,0.57339,0.94429,0.5358,0.11096,7.13168,-0.018117184
0.14,5,0.68337,0.93055,0.64382,0.12042,7.2104,-0.027388035
0.14,10,0.7827,0.92578,0.74135,0.12758,7.58054,-0.03572824
0.14,15,0.87231,0.92344,0.82919,0.13317,7.96084,-0.043090974
0.14,20,0.95419,0.92186,0.90935,0.13769,8.34185,-0.049705218
0.15,-20,0.298742754,1.06405364,0.271518175,0.03634403,13.94846612,-0.002479616
0.15,0,0.570579224,0.948652605,0.530564911,0.110991238,7.08732431,-0.018029696
0.15,20,0.9446926,0.925958557,0.895770861,0.137455974,8.276112023,-0.049075945
0.16,-20,0.29918,1.06865,0.27067,0.03694,13.82814,-0.002519841
0.16,-17.5,0.31554,1.06297,0.28575,0.04262,13.00133,-0.002972893
0.16,-15,0.33479,1.05534,0.30356,0.05046,12.06385,-0.003580379
0.16,-13.75,0.34576,1.05103,0.31374,0.05563,11.62031,-0.003957423
0.16,-12.5,0.35781,1.04585,0.32496,0.062,11.13217,-0.004410254
0.16,-11.25,0.3711,1.0401,0.33737,0.07034,10.65651,-0.004946386
0.16,-10,0.38583,1.03326,0.35116,0.08191,10.15258,-0.005591552
0.16,-9.375,0.3938,1.02942,0.35865,0.09048,9.89626,-0.005965944
0.16,-8.75,0.40221,1.02502,0.36656,0.09366,9.61658,-0.006377021
0.16,-8.125,0.41109,1.02004,0.37493,0.09392,9.32054,-0.006832297
0.16,-7.5,0.42045,1.01592,0.38379,0.09462,9.11264,-0.007338015
0.16,-6.875,0.43034,1.01023,0.39316,0.09559,8.82082,-0.0078922
0.16,-6.25,0.44075,1.00538,0.40305,0.09674,8.60812,-0.008513705
0.16,-5.625,0.4517,0.99942,0.41349,0.09803,8.35055,-0.009192848
0.16,-5,0.46318,0.99332,0.42446,0.09945,8.11129,-0.009940459
0.16,-4.375,0.47516,0.98742,0.43594,0.10094,7.90313,-0.010756536
0.16,-3.75,0.48761,0.98064,0.44789,0.10244,7.6719,-0.011636494
0.16,-3.125,0.50045,0.97518,0.46026,0.10393,7.51542,-0.012584601
0.16,-2.5,0.51361,0.97033,0.47297,0.1054,7.39633,-0.013581687
0.16,-1.875,0.52702,0.965,0.48593,0.10684,7.26456,-0.014627432
0.16,-1.25,0.54058,0.96108,0.49908,0.10824,7.1926,-0.015714959
0.16,-0.625,0.55423,0.9571,0.51232,0.10964,7.12187,-0.016822804
0.16,0,0.5679,0.95306,0.52559,0.11099,7.05128,-0.017954089
0.16,5,0.67368,0.93979,0.62849,0.12018,7.13474,-0.026860633
0.16,10,0.76954,0.93489,0.72171,0.12718,7.4851,-0.034907454
0.16,15,0.85624,0.93217,0.8059,0.13272,7.83669,-0.042049067
0.16,20,0.93557,0.93117,0.88283,0.13718,8.22939,-0.048468389
0.18,-20,0.30013,1.07685,0.26918,0.03814,13.49853,-0.002596275
0.18,-17.5,0.31642,1.07053,0.28407,0.04404,12.61593,-0.003052687
0.18,-15,0.33555,1.06332,0.30163,0.05217,11.80918,-0.003670513
0.18,-13.75,0.34644,1.05854,0.31166,0.05753,11.33118,-0.004060165
0.18,-12.5,0.35838,1.0536,0.32269,0.06427,10.90195,-0.004514408
0.18,-11.25,0.37154,1.04734,0.33487,0.07294,10.4014,-0.005061932
0.18,-10,0.38608,1.04058,0.34838,0.08542,9.93471,-0.00571267
0.18,-9.375,0.39394,1.03666,0.3557,0.09411,9.6852,-0.006087171
0.18,-8.75,0.40222,1.03216,0.36343,0.09371,9.41263,-0.006500263
0.18,-8.125,0.41094,1.02806,0.3716,0.09415,9.19361,-0.006958175
0.18,-7.5,0.42013,1.02336,0.38022,0.09493,8.95375,-0.007462153
0.18,-6.875,0.42981,1.01805,0.38932,0.09593,8.6969,-0.008015935
0.18,-6.25,0.43999,1.01211,0.39891,0.0971,8.42777,-0.008630767
0.18,-5.625,0.45067,1.00604,0.409,0.0984,8.17713,-0.009297894
0.18,-5,0.46183,1.00107,0.41959,0.09979,8.0047,-0.010037318
0.18,-4.375,0.47346,0.99509,0.43064,0.10123,7.79732,-0.010834053
0.18,-3.75,0.48551,0.98896,0.44212,0.10268,7.60007,-0.011694363
0.18,-3.125,0.49792,0.98344,0.45397,0.10412,7.44437,-0.012610771
0.18,-2.5,0.51062,0.97818,0.46612,0.10554,7.30789,-0.013584557
0.18,-1.875,0.52353,0.97397,0.47851,0.10696,7.22157,-0.014598245
0.18,-1.25,0.53659,0.96928,0.49105,0.10835,7.12059,-0.015640621
0.18,-0.625,0.54972,0.96571,0.50367,0.1097,7.06454,-0.016702965
0.18,0,0.56287,0.96235,0.51633,0.11098,7.01731,-0.017790293
0.18,5,0.66477,0.94789,0.61457,0.11993,7.04682,-0.026380155
0.18,10,0.75742,0.94277,0.70387,0.12683,7.37403,-0.034156169
0.18,15,0.8414,0.94067,0.78471,0.13228,7.73681,-0.04108814
0.18,20,0.91837,0.93952,0.85871,0.13671,8.11098,-0.047327906
0.2,-20,0.30115,1.08441,0.26793,0.03934,13.18925,-0.002670047
0.2,-17.5,0.31737,1.07843,0.28266,0.04545,12.41701,-0.003136314
0.2,-15,0.33639,1.07067,0.29999,0.05389,11.5709,-0.003767314
0.2,-13.75,0.3472,1.06578,0.30987,0.05947,11.10451,-0.004159554
0.2,-12.5,0.35904,1.06072,0.32072,0.06652,10.68557,-0.004624264
0.2,-11.25,0.37206,1.05432,0.33268,0.07571,10.1967,-0.005173663
0.2,-10,0.38643,1.04729,0.34593,0.0895,9.73051,-0.00582775
0.2,-9.375,0.39417,1.04379,0.3531,0.09378,9.52668,-0.006207766
0.2,-8.75,0.40232,1.03919,0.36065,0.09378,9.25833,-0.006623306
0.2,-8.125,0.4109,1.0345,0.36862,0.09434,9.00749,-0.007075792
0.2,-7.5,0.41992,1.0297,0.37702,0.09523,8.77291,-0.007580497
0.2,-6.875,0.4294,1.0248,0.38587,0.09632,8.55135,-0.008135454
0.2,-6.25,0.43935,1.01926,0.39518,0.09752,8.315,-0.008742001
0.2,-5.625,0.44977,1.01359,0.40495,0.09879,8.09194,-0.009407462
0.2,-5,0.46064,1.00791,0.41518,0.10013,7.88752,-0.01012987
0.2,-4.375,0.47194,1.00145,0.42583,0.10151,7.66451,-0.010915835
0.2,-3.75,0.48361,0.9964,0.43687,0.10292,7.52045,-0.011754018
0.2,-3.125,0.49562,0.99044,0.44824,0.10432,7.34862,-0.012646386
0.2,-2.5,0.50788,0.98592,0.45989,0.10571,7.24476,-0.013586244
0.2,-1.875,0.52035,0.98051,0.47174,0.10709,7.11157,-0.014562881
0.2,-1.25,0.53293,0.977,0.48373,0.10843,7.0565,-0.015568264
0.2,-0.625,0.54559,0.97304,0.4958,0.10973,6.98552,-0.016604357
0.2,0,0.558254254,0.969415712,0.507891206,0.11099082,6.929981823,-0.017640242
0.2,5,0.65655,0.95609,0.60188,0.11972,6.98705,-0.025927771
0.2,10,0.7462,0.95078,0.68759,0.12647,7.29419,-0.033463776
0.2,15,0.82765,0.94813,0.76536,0.13186,7.63275,-0.040186667
0.2,20,0.90242,0.94735,0.83665,0.13625,8.00239,-0.046259251
0.22,-20,0.30222,1.09137,0.26689,0.04054,12.89819,-0.002740943
0.22,-17.5,0.31838,1.08525,0.28146,0.04687,12.15085,-0.003227331
0.22,-15,0.33729,1.07745,0.29857,0.05563,11.34586,-0.003863095
0.22,-13.75,0.34802,1.07283,0.30831,0.06145,10.93519,-0.004260681
0.22,-12.5,0.35976,1.06727,0.319,0.06875,10.48192,-0.004732303
0.22,-11.25,0.37265,1.06112,0.33076,0.07851,10.03995,-0.005280829
0.22,-10,0.38685,1.05343,0.34377,0.09439,9.53804,-0.005946174
0.22,-9.375,0.39449,1.04934,0.35078,0.09363,9.30013,-0.006325864
0.22,-8.75,0.40251,1.04569,0.35817,0.09394,9.11301,-0.006746875
0.22,-8.125,0.41095,1.04038,0.36596,0.09465,8.83147,-0.007199244
0.22,-7.5,0.4198,1.03602,0.37415,0.09559,8.6339,-0.007707195
0.22,-6.875,0.4291,1.0305,0.38276,0.09668,8.38649,-0.008253633
0.22,-6.25,0.43883,1.02539,0.3918,0.09786,8.18208,-0.008849967
0.22,-5.625,0.449,1.0191,0.40127,0.09912,7.93636,-0.009504754
0.22,-5,0.45958,1.01425,0.41116,0.10044,7.77859,-0.010220879
0.22,-4.375,0.47056,1.00849,0.42144,0.1018,7.59224,-0.010981179
0.22,-3.75,0.48189,1.00299,0.43207,0.10317,7.43164,-0.011807114
0.22,-3.125,0.49351,0.99816,0.44301,0.10454,7.30772,-0.012677257
0.22,-2.5,0.50538,0.99242,0.45419,0.10589,7.15698,-0.013591627
0.22,-1.875,0.51741,0.9886,0.46555,0.10722,7.0852,-0.014531667
0.22,-1.25,0.52956,0.9847,0.47704,0.10851,7.01331,-0.015510245
0.22,-0.625,0.54177,0.98075,0.48859,0.10976,6.9432,-0.01649738
0.22,0,0.554,0.97689,0.50017,0.11095,6.87758,-0.017508794
0.22,5,0.64894,0.96385,0.59027,0.1195,6.93492,-0.025507873
0.22,10,0.73579,0.95834,0.67267,0.12614,7.2247,-0.032808863
0.22,15,0.81487,0.956,0.74761,0.13141,7.56225,-0.039355989
0.22,20,0.88757,0.9551,0.81641,0.13581,7.91783,-0.045267495
0.24,-20,0.30334,1.09781,0.26603,0.04176,12.6236,-0.002815438
0.24,-17.5,0.31943,1.09208,0.28045,0.04829,11.97673,-0.003309872
0.24,-15,0.33825,1.08371,0.29736,0.05736,11.13357,-0.003954701
0.24,-13.75,0.3489,1.07899,0.30697,0.06345,10.73294,-0.0043589
0.24,-12.5,0.36055,1.07292,0.3175,0.07113,10.25147,-0.004836749
0.24,-11.25,0.37331,1.06664,0.32908,0.0815,9.823,-0.005396899
0.24,-10,0.38733,1.05959,0.34184,0.09377,9.39646,-0.006064033
0.24,-9.375,0.39486,1.05542,0.34872,0.09371,9.1621,-0.006444504
0.24,-8.75,0.40277,1.05117,0.35595,0.0942,8.94086,-0.006861721
0.24,-8.125,0.41107,1.04629,0.36356,0.09499,8.69961,-0.007322271
0.24,-7.5,0.41976,1.04185,0.37155,0.09594,8.50429,-0.007817106
0.24,-6.875,0.42887,1.03677,0.37994,0.09701,8.28881,-0.008362259
0.24,-6.25,0.43839,1.03158,0.38873,0.09819,8.08516,-0.008957728
0.24,-5.625,0.44832,1.02572,0.39792,0.09944,7.86591,-0.009603515
0.24,-5,0.45864,1.02015,0.4075,0.10074,7.67754,-0.010308111
0.24,-4.375,0.46932,1.01431,0.41743,0.10207,7.49213,-0.011055485
0.24,-3.75,0.48032,1.00875,0.42768,0.1034,7.33286,-0.011861112
0.24,-3.125,0.49158,1.00429,0.43821,0.10473,7.22645,-0.012708962
0.24,-2.5,0.50307,0.99891,0.44895,0.10605,7.0908,-0.013588477
0.24,-1.875,0.51471,0.99467,0.45987,0.10732,7.00393,-0.014505136
0.24,-1.25,0.52645,0.9912,0.47089,0.10857,6.9488,-0.015446874
0.24,-0.625,0.53825,0.98768,0.48198,0.10977,6.89266,-0.016409167
0.24,0,0.55006,0.98383,0.49308,0.11099,6.82646,-0.017382969
0.24,5,0.64188,0.9706,0.5796,0.1193,6.86834,-0.025119571
0.24,10,0.72611,0.96549,0.65895,0.12579,7.15815,-0.032204989
0.24,15,0.80297,0.96272,0.73127,0.13106,7.47284,-0.038570332
0.24,20,0.87373,0.96162,0.79776,0.13537,7.8099,-0.044333537
0.26,-20,0.30449,1.10429,0.26532,0.04298,12.45199,-0.002884935
0.26,-17.5,0.32053,1.0979,0.2796,0.04974,11.73632,-0.00339455
0.26,-15,0.33925,1.08909,0.29633,0.05917,10.88666,-0.004048208
0.26,-13.75,0.34983,1.08428,0.30581,0.06543,10.49921,-0.004458643
0.26,-12.5,0.36137,1.07889,0.3162,0.07351,10.10822,-0.004945382
0.26,-11.25,0.374,1.07249,0.32759,0.08462,9.68462,-0.005510613
0.26,-10,0.38786,1.0653,0.34013,0.09365,9.26366,-0.006178111
0.26,-9.375,0.39529,1.06106,0.34688,0.09391,9.031,-0.006567937
0.26,-8.75,0.40308,1.05673,0.35396,0.09449,8.81338,-0.006980065
0.26,-8.125,0.41124,1.05231,0.3614,0.09529,8.60774,-0.00743925
0.26,-7.5,0.41979,1.04671,0.3692,0.09625,8.34991,-0.007935493
0.26,-6.875,0.42872,1.04155,0.37738,0.09733,8.13949,-0.008475624
0.26,-6.25,0.43804,1.03627,0.38593,0.09851,7.94029,-0.009067076
0.26,-5.625,0.44774,1.03088,0.39485,0.09974,7.75119,-0.00970083
0.26,-5,0.4578,1.02523,0.40413,0.10102,7.56506,-0.010391642
0.26,-4.375,0.46819,1.02014,0.41374,0.10232,7.41665,-0.011124757
0.26,-3.75,0.47887,1.01535,0.42364,0.10362,7.28975,-0.011913834
0.26,-3.125,0.48981,1.00962,0.43378,0.10491,7.13488,-0.01273095
0.26,-2.5,0.50093,1.00588,0.44413,0.10618,7.06283,-0.013591349
0.26,-1.875,0.51221,1.0008,0.45463,0.10741,6.94489,-0.014485522
0.26,-1.25,0.52357,0.99734,0.46523,0.10861,6.88914,-0.015395544
0.26,-0.625,0.53498,0.99426,0.47588,0.10983,6.84834,-0.016323491
0.26,0,0.5464,0.991,0.48655,0.11099,6.80198,-0.017264608
0.26,5,0.6353,0.97761,0.56975,0.1191,6.82742,-0.024758028
0.26,10,0.71707,0.97226,0.64628,0.12552,7.10151,-0.031640642
0.26,15,0.79184,0.96905,0.71617,0.13065,7.3882,-0.037837694
0.26,20,0.86077,0.96814,0.78052,0.13494,7.72375,-0.043463528
0.28,-20,0.30568,1.10981,0.26476,0.0442,12.20234,-0.002964117
0.28,-17.5,0.32166,1.10329,0.2789,0.05119,11.50833,-0.003472858
0.28,-15,0.34027,1.09485,0.29544,0.06095,10.74231,-0.004146029
0.28,-13.75,0.35078,1.08994,0.30482,0.06755,10.35923,-0.004564085
0.28,-12.5,0.36223,1.08404,0.31505,0.07595,9.93588,-0.005049713
0.28,-11.25,0.37474,1.07752,0.32627,0.08808,9.52076,-0.005616119
